ID;Text;TextID;Titel
1355;KOMBIN_0000000009224450;Mars in Trine with the Ascendant;"Neither of you likes to be lazy or to spend a lot of time theorizing; you have more of a drive to do something active together and to take your lives into your own hands. The partnership will give you enough confidence to bring up reasonable requests and won't keep you from opposing your enemies with the necessary force. You will get to know your strengths and will appreciate the fact that you don't have to put on velvet gloves before you touch your partner but can deal with each other without things becoming overly complicated. This should allow you to say what you think is right; you don't have to hold back or suffer from a lack of opportunities to develop your abilities and follow your interests. The efforts you make hand in hand are those you enjoy the most anyway, and will prove to be the most productive as long as you are able to master the tight rope act involved in acknowledging your needs and asserting yourself when it is important, on the other hand being considerate and not placing your ego too much in the foreground.



Use this trine to structure your surroundings according to your wishes, you won't offend anyone, but you may captivate other people along the way and maybe realize things which would have remained empty chatter without your initiative. With this energy you could both come to celebrate many successes which is why a professional relationship could profit from this aspect. You can rely on at least one of you having enough energy to motivate the other, if it should ever be necessary."
1356;KOMPOSIT_0000000009224450;Mars in Trine with the Ascendant;"Neither of you likes to be lazy or to spend a lot of time theorizing; you have more of a drive to do something active together and to take your lives into your own hands. The partnership will give you enough confidence to bring up reasonable requests and won't keep you from opposing your enemies with the necessary force. You will get to know your strengths and will appreciate the fact that you don't have to put on velvet gloves before you touch your partner but can deal with each other without things becoming overly complicated. This should allow you to say what you think is right; you don't have to hold back or suffer from a lack of opportunities to develop your abilities and follow your interests. The efforts you make hand in hand are those you enjoy the most anyway, and will prove to be the most productive as long as you are able to master the tight rope act involved in acknowledging your needs and asserting yourself when it is important, on the other hand being considerate and not placing your ego too much in the foreground.



Use this trine to structure your surroundings according to your wishes, you won't offend anyone, but you may captivate other people along the way and maybe realize things which would have remained empty chatter without your initiative. With this energy you could both come to celebrate many successes which is why a professional relationship could profit from this aspect. You can rely on at least one of you having enough energy to motivate the other, if it should ever be necessary."
1357;KOMBIN_0000000009208066;Mars in Square with the Ascendant;"In your relationship everything will depend on whether you are reasonable enough to sacrifice your own interests in favor of your partner. This square indicates that you have a tendency to assert your egotistical wishes against your partner's will and to provoke conflicts. Probably each of you wants to have the last word. Thus you are quick to feel constrained and can't bring yourself to give in once in a while. Both of you like to be active and have to put a lot of effort into finding the right catalytic converter for your excess energy. If you aren't able to do that, you may wind up flipping out whenever everything doesn't go the way you want it to. Because you enjoy giving in to your aggressive nature, the tone in your home could be a little rough. The problem of how to appear in public together will take on more importance. Each of you could be under pressure not to seem like a wimp and therefore endeavor to display strength. Of course no one expects this kind of behavior to create a warm, homey environment.



Try to examine more closely what it is about your partner that provokes you and what it is that causes you to lose yourself. It may be that these are problems which you can only solve with yourself because it doesn't have anything to do with the other. It would be a shame if you were to waste your precious energy on senseless arguments instead of making constructive use of it and working together."
1358;KOMPOSIT_0000000009208066;Mars in Square with the Ascendant;"In your relationship everything will depend on whether you are reasonable enough to sacrifice your own interests in favor of your partner. This square indicates that you have a tendency to assert your egotistical wishes against your partner's will and to provoke conflicts. Probably each of you wants to have the last word. Thus you are quick to feel constrained and can't bring yourself to give in once in a while. Both of you like to be active and have to put a lot of effort into finding the right catalytic converter for your excess energy. If you aren't able to do that, you may wind up flipping out whenever everything doesn't go the way you want it to. Because you enjoy giving in to your aggressive nature, the tone in your home could be a little rough. The problem of how to appear in public together will take on more importance. Each of you could be under pressure not to seem like a wimp and therefore endeavor to display strength. Of course no one expects this kind of behavior to create a warm, homey environment.



Try to examine more closely what it is about your partner that provokes you and what it is that causes you to lose yourself. It may be that these are problems which you can only solve with yourself because it doesn't have anything to do with the other. It would be a shame if you were to waste your precious energy on senseless arguments instead of making constructive use of it and working together."
1359;KOMBIN_0000000009240834;Mars in Sextile with the Ascendant;"Neither of you likes to be lazy or to spend a lot of time theorizing; you have more of a drive to do something active together and to take your lives into your own hands. The partnership will give you enough confidence to bring up reasonable requests and won't keep you from opposing your enemies with the necessary force. You will get to know your strengths and will appreciate the fact that you don't have to put on velvet gloves before you touch your partner but can deal with each other without things becoming overly complicated. This should allow you to say what you think is right; you don't have to hold back or suffer from a lack of opportunities to develop your abilities and follow your interests. The efforts you make hand in hand are those you enjoy the most anyway, and will prove to be the most productive as long as you are able to master the tight rope act involved in acknowledging your needs and asserting yourself when it is important, on the other hand being considerate and not placing your ego too much in the foreground.



Use this sextile to structure your surroundings according to your wishes, you won't offend anyone, but you may captivate other people along the way and maybe realize things which would have remained empty chatter without your initiative. With this energy you could both come to celebrate many successes which is why a professional relationship could profit from this aspect. You can rely on at least one of you having enough energy to motivate the other, if it should ever be necessary."
1360;KOMPOSIT_0000000009240834;Mars in Sextile with the Ascendant;"Neither of you likes to be lazy or to spend a lot of time theorizing; you have more of a drive to do something active together and to take your lives into your own hands. The partnership will give you enough confidence to bring up reasonable requests and won't keep you from opposing your enemies with the necessary force. You will get to know your strengths and will appreciate the fact that you don't have to put on velvet gloves before you touch your partner but can deal with each other without things becoming overly complicated. This should allow you to say what you think is right; you don't have to hold back or suffer from a lack of opportunities to develop your abilities and follow your interests. The efforts you make hand in hand are those you enjoy the most anyway, and will prove to be the most productive as long as you are able to master the tight rope act involved in acknowledging your needs and asserting yourself when it is important, on the other hand being considerate and not placing your ego too much in the foreground.



Use this sextile to structure your surroundings according to your wishes, you won't offend anyone, but you may captivate other people along the way and maybe realize things which would have remained empty chatter without your initiative. With this energy you could both come to celebrate many successes which is why a professional relationship could profit from this aspect. You can rely on at least one of you having enough energy to motivate the other, if it should ever be necessary."
1361;KOMBIN_0000000009175362;Jupiter in Conjunction with the Ascendant;"The relationship will prove to be advantageous to you. It will open up possibilities which you would never have been exposed to without your partner. These opportunities could manifest themselves in your human development as well as in concrete material gains. It almost seems as if success is always within your reach and it is only up to you to grab it. Probably your mental attitude, which is characterized by optimism, far-sightedness and mutual good will, will lead you to accept your partner from the start and to offer every kind of support without allowing it to make you dependent. You will be able to get to the bottom of this relationship and recognize its meaning for the future in light of your past. In addition you are generous with each other and can give without expecting anything in return. Tolerance for the other’s weaknesses makes it easier for both of you to recognize your mistakes and to overcome them without getting uptight.



The most important aspect is a fundamental belief in the future, which your partnership will be able to provide. You sense that you will stand behind each other through all the difficulties as long as things remain fair and you don’t lose faith in each other. Because you enjoy learning from your partner you are even willing to change your view of the world, which certainly wouldn’t do you any harm."
1362;KOMPOSIT_0000000009175362;Jupiter in Conjunction with the Ascendant;"The relationship will prove to be advantageous to you. It will open up possibilities which you would never have been exposed to without your partner. These opportunities could manifest themselves in your human development as well as in concrete material gains. It almost seems as if success is always within your reach and it is only up to you to grab it. Probably your mental attitude, which is characterized by optimism, far-sightedness and mutual good will, will lead you to accept your partner from the start and to offer every kind of support without allowing it to make you dependent. You will be able to get to the bottom of this relationship and recognize its meaning for the future in light of your past. In addition you are generous with each other and can give without expecting anything in return. Tolerance for the other’s weaknesses makes it easier for both of you to recognize your mistakes and to overcome them without getting uptight.



The most important aspect is a fundamental belief in the future, which your partnership will be able to provide. You sense that you will stand behind each other through all the difficulties as long as things remain fair and you don’t lose faith in each other. Because you enjoy learning from your partner you are even willing to change your view of the world, which certainly wouldn’t do you any harm."
1363;KOMBIN_0000000001573186;Jupiter in Conjunction with Uranus;"With this conjunction Saturn is trying to see your relationship realistically and not expect more than it can deliver. This attitude can be either positive or negative depending on its intensity: you will save yourself some disappointment if you can avoid plunging into doing things which you don't fully understand and act more reservedly, always doing your best to cover yourself. In extreme cases you could miss some good opportunities because you aren't open or confident enough to recognize and make use of them. Maybe you aren't able to see the options open to you and place yourself under restrictions which can bring you down. You will always be reasonable, although a little overconfidence at the right time can make the relationship more lively and more exciting. If you say from the start that traditional ways of doing things are the only options, you will rob yourself of the opportunity to celebrate great successes.



In spite of this you will get along well; without making exaggerated demands and keeping yourselves content. An additional advantage of this conjunction is its tranquillity, especially if important decisions have to be made. You won't rush into anything or rely on luck, because you are convinced that everything has to be earned and even if you were to become rich one day, both of you will guard against throwing your money out the window, but will make intelligent investments, preferably in real estate. Your goal is to let your relationship form a secure basis and to keep it under control the best you can. Your efforts should also be successful. If this attitude was brought about by painful memories, it would be better to direct your attention to the future and not to close yourself off to positive experiences."
1364;KOMPOSIT_0000000001573186;Jupiter in Conjunction with Uranus;"With this conjunction Saturn is trying to see your relationship realistically and not expect more than it can deliver. This attitude can be either positive or negative depending on its intensity: you will save yourself some disappointment if you can avoid plunging into doing things which you don't fully understand and act more reservedly, always doing your best to cover yourself. In extreme cases you could miss some good opportunities because you aren't open or confident enough to recognize and make use of them. Maybe you aren't able to see the options open to you and place yourself under restrictions which can bring you down. You will always be reasonable, although a little overconfidence at the right time can make the relationship more lively and more exciting. If you say from the start that traditional ways of doing things are the only options, you will rob yourself of the opportunity to celebrate great successes.



In spite of this you will get along well; without making exaggerated demands and keeping yourselves content. An additional advantage of this conjunction is its tranquillity, especially if important decisions have to be made. You won't rush into anything or rely on luck, because you are convinced that everything has to be earned and even if you were to become rich one day, both of you will guard against throwing your money out the window, but will make intelligent investments, preferably in real estate. Your goal is to let your relationship form a secure basis and to keep it under control the best you can. Your efforts should also be successful. If this attitude was brought about by painful memories, it would be better to direct your attention to the future and not to close yourself off to positive experiences."
1365;KOMBIN_0000000001638722;Jupiter in Sextile with Saturn;"Your relationship may be well balanced, as far as your expectations for the future are concerned: you can judge the situation between you realistically and also see the possibilities open to each of you. This will prevent you from losing contact with reality and help you to take advantage of every opportunity. You can put your thoughts and ideas into practice whenever you want, without getting involved in false or exaggerated expectations. Fortune will be on your side because that is what this sextile stands for. You are not asking for anything free, but try to do everything you do without getting uptight and watch it from a distance. Work and other efforts provide more enjoyment when they have meaning, which is why social projects or supporting organizations working for a better future are perfect for you.



Because you see each other the way you are, there shouldn't be any great disappointment in store for you. Your partnership is stable, but lively and what is especially positive is that you complement each other and whenever necessary can spur the other on or call for moderation. Most likely you will keep your respect for your partner and stay together for a long time. The satisfaction and the perspective you find in this relationship are based on your basic attitude toward the most reasonable way for people to treat each other. And because you not only make an effort but can also admit to your own mistakes, you will be able to live out your intellectual potential in your every day life."
1366;KOMPOSIT_0000000001638722;Jupiter in Sextile with Saturn;"Your relationship may be well balanced, as far as your expectations for the future are concerned: you can judge the situation between you realistically and also see the possibilities open to each of you. This will prevent you from losing contact with reality and help you to take advantage of every opportunity. You can put your thoughts and ideas into practice whenever you want, without getting involved in false or exaggerated expectations. Fortune will be on your side because that is what this sextile stands for. You are not asking for anything free, but try to do everything you do without getting uptight and watch it from a distance. Work and other efforts provide more enjoyment when they have meaning, which is why social projects or supporting organizations working for a better future are perfect for you.



Because you see each other the way you are, there shouldn't be any great disappointment in store for you. Your partnership is stable, but lively and what is especially positive is that you complement each other and whenever necessary can spur the other on or call for moderation. Most likely you will keep your respect for your partner and stay together for a long time. The satisfaction and the perspective you find in this relationship are based on your basic attitude toward the most reasonable way for people to treat each other. And because you not only make an effort but can also admit to your own mistakes, you will be able to live out your intellectual potential in your every day life."
1367;KOMBIN_0000000001605954;Jupiter in Square with Saturn;"Your relationship to each other could leave you feeling very imbalanced and cause you to see your situation from one day to the next in completely different colors. You are either overly optimistic, oblivious to the most evident facts, or you see everything too pessimistically and shy away from changes out of fear of the uncertain. Maybe this constellation also means that you have very different attitudes toward life which may lead one of you to try to hold the other back, making him or her feel like being restricted. It would be positive if you were able to bring your opposing qualities into harmony and finally achieve realism which includes being able to take calculated risks. Still square aspects represent a challenge in the respect that the partner may have trouble unifying all the energies involved.



This square concerns the necessary qualities which exist in a state of infancy, such as the drive for expansion, an interest in new experiences and an optimistic attitude which combines Saturn's hesitation and inhibitions with the desire for consistency. Most likely you will need some time to build a foundation for trust, which will hopefully give you more freedom than you had at the beginning of the partnership. Both of you will have to be willing to give in, either to your partner’s need for security or the need to be unrestrained. If you aren’t willing to compromise, at least one of you will become dissatisfied over time."
1368;KOMPOSIT_0000000001605954;Jupiter in Square with Saturn;"Your relationship to each other could leave you feeling very imbalanced and cause you to see your situation from one day to the next in completely different colors. You are either overly optimistic, oblivious to the most evident facts, or you see everything too pessimistically and shy away from changes out of fear of the uncertain. Maybe this constellation also means that you have very different attitudes toward life which may lead one of you to try to hold the other back, making him or her feel like being restricted. It would be positive if you were able to bring your opposing qualities into harmony and finally achieve realism which includes being able to take calculated risks. Still square aspects represent a challenge in the respect that the partner may have trouble unifying all the energies involved.



This square concerns the necessary qualities which exist in a state of infancy, such as the drive for expansion, an interest in new experiences and an optimistic attitude which combines Saturn's hesitation and inhibitions with the desire for consistency. Most likely you will need some time to build a foundation for trust, which will hopefully give you more freedom than you had at the beginning of the partnership. Both of you will have to be willing to give in, either to your partner’s need for security or the need to be unrestrained. If you aren’t willing to compromise, at least one of you will become dissatisfied over time."
1369;KOMBIN_0000000001622338;Jupiter in Trine with Saturn;"Your relationship may be stable, as far as your expectations for the future are concerned: you can judge the situation between you realistically and also see the possibilities open to each of you. This will prevent you from losing contact with reality without allowing opportunities to slip by. You can put your thoughts and ideas into practice whenever you want, without getting involved in false or exaggerated expectations. Fortune will be on your side because that is what this trine stands for. You are not asking for anything free, but try to do everything you do without getting uptight and watch it from a distance. Work and other efforts provide more enjoyment when they have meaning, which is why community projects or helping organizations working for a better future is your way of giving meaning to your life



Because you see each other the way you are, there shouldn't be any great disappointment in store for you. Your partnership is stable, but lively and what is especially positive is that you complement each other and whenever necessary can spur the other on or call for moderation. Most likely you will keep your respect for your partner and stay together for a long time. The satisfaction and the perspective you find in this relationship are based on your basic attitude toward the most reasonable way for people to treat each other. And because you not only make an effort but can also admit to your own mistakes, you will be able to live out your intellectual potential in your every day life."
1370;KOMPOSIT_0000000001622338;Jupiter in Trine with Saturn;"Your relationship may be stable, as far as your expectations for the future are concerned: you can judge the situation between you realistically and also see the possibilities open to each of you. This will prevent you from losing contact with reality without allowing opportunities to slip by. You can put your thoughts and ideas into practice whenever you want, without getting involved in false or exaggerated expectations. Fortune will be on your side because that is what this trine stands for. You are not asking for anything free, but try to do everything you do without getting uptight and watch it from a distance. Work and other efforts provide more enjoyment when they have meaning, which is why community projects or helping organizations working for a better future is your way of giving meaning to your life



Because you see each other the way you are, there shouldn't be any great disappointment in store for you. Your partnership is stable, but lively and what is especially positive is that you complement each other and whenever necessary can spur the other on or call for moderation. Most likely you will keep your respect for your partner and stay together for a long time. The satisfaction and the perspective you find in this relationship are based on your basic attitude toward the most reasonable way for people to treat each other. And because you not only make an effort but can also admit to your own mistakes, you will be able to live out your intellectual potential in your every day life."
1371;KOMBIN_0000000001589570;Jupiter in Opposition with Saturn;"Your relationship to each other could leave you feeling very imbalanced and cause you to see your situation from one day to the next in completely different colors. You are either overly optimistic, oblivious to the most evident facts, or you see everything too pessimistically and shy away from changes out of fear of the uncertain. Maybe this constellation also means that you have very different attitudes toward life which may lead one of you to try to hold the other back, making him or her feel like being restricted. It would be positive if you were able to bring your opposing qualities into harmony and finally achieve realism which includes being able to take calculated risks. Still opposition aspects represent a challenge in the respect that the partner may have trouble unifying all the energies involved.



This opposition concerns the necessary qualities which exist in a state of infancy, such as the drive for expansion, an interest in new experiences and an optimistic attitude which combines Saturn's hesitation and inhibitions with the desire for consistency. Most likely you will need some time to build a foundation for trust, which will hopefully give you more freedom than you had at the beginning of the partnership. Both of you will have to be willing to give in, either to your partner’s need for security or the need to be unrestrained. If you aren’t willing to compromise, at least one of you will become dissatisfied over time."
1372;KOMPOSIT_0000000001589570;Jupiter in Opposition with Saturn;"Your relationship to each other could leave you feeling very imbalanced and cause you to see your situation from one day to the next in completely different colors. You are either overly optimistic, oblivious to the most evident facts, or you see everything too pessimistically and shy away from changes out of fear of the uncertain. Maybe this constellation also means that you have very different attitudes toward life which may lead one of you to try to hold the other back, making him or her feel like being restricted. It would be positive if you were able to bring your opposing qualities into harmony and finally achieve realism which includes being able to take calculated risks. Still opposition aspects represent a challenge in the respect that the partner may have trouble unifying all the energies involved.



This opposition concerns the necessary qualities which exist in a state of infancy, such as the drive for expansion, an interest in new experiences and an optimistic attitude which combines Saturn's hesitation and inhibitions with the desire for consistency. Most likely you will need some time to build a foundation for trust, which will hopefully give you more freedom than you had at the beginning of the partnership. Both of you will have to be willing to give in, either to your partner’s need for security or the need to be unrestrained. If you aren’t willing to compromise, at least one of you will become dissatisfied over time."
1373;KOMBIN_0000000001851714;Jupiter in Opposition with Uranus;"Your relationship is not uninteresting, although it’s probably not very close. Both of you are predisposed to decide spontaneously, which can make it impossible to build a basis for trust which you can both live with. Societal norms leave you both cold. You have your own ideas and don’t let anything keep you from expressing your individuality in any situation. If you expect certain behavior from your partner or demand something which makes one or both of you feel restricted, it could lead to a separation. It would be better if you were to stay open for every development with as few preconceptions as possible. Your experience together could change your view of the world, although you will have to bring yourself to confront your partner’s ideas and attitudes. It may be that you have to make some agreements which may seem unusual for the character of your relationship. In any case you will have to grant each other every freedom and opportunity for development. If you don’t find a way to do this, then you will have to separate because your own individual goals are apparently more important than the partnership.



Watch out not to provoke too much and do not show a lack of necessary sensitivity. You could be isolated because no one is able to deal with your unpredictable nature and your suggestions aren’t well thought out. Maybe you aren’t mature enough and don’t find it necessary to do your part to contribute to the betterment of society instead of concentrating your attention on your ego. Less pleasant experiences in the relationship will bring you to take a closer look at the relationship and to realize what has to be done before you complain."
1374;KOMPOSIT_0000000001851714;Jupiter in Opposition with Uranus;"Your relationship is not uninteresting, although it’s probably not very close. Both of you are predisposed to decide spontaneously, which can make it impossible to build a basis for trust which you can both live with. Societal norms leave you both cold. You have your own ideas and don’t let anything keep you from expressing your individuality in any situation. If you expect certain behavior from your partner or demand something which makes one or both of you feel restricted, it could lead to a separation. It would be better if you were to stay open for every development with as few preconceptions as possible. Your experience together could change your view of the world, although you will have to bring yourself to confront your partner’s ideas and attitudes. It may be that you have to make some agreements which may seem unusual for the character of your relationship. In any case you will have to grant each other every freedom and opportunity for development. If you don’t find a way to do this, then you will have to separate because your own individual goals are apparently more important than the partnership.



Watch out not to provoke too much and do not show a lack of necessary sensitivity. You could be isolated because no one is able to deal with your unpredictable nature and your suggestions aren’t well thought out. Maybe you aren’t mature enough and don’t find it necessary to do your part to contribute to the betterment of society instead of concentrating your attention on your ego. Less pleasant experiences in the relationship will bring you to take a closer look at the relationship and to realize what has to be done before you complain."
1375;KOMBIN_0000000001884482;Jupiter in Trine with Uranus;"Maybe you both dream about revolutionary undertakings and are determined to change the world in an unorthodox way, which makes a good impression in your area. Your ideas may be funny and really new, and if you have the necessary discipline and are consequent enough to put them into practice, the fortune Jupiter brings to your efforts may lead you to success. Your ideals don’t just concern yourself, but include the entire world and the principles which you develop together involve solidarity, tolerance and honesty. It may be that both of you are just beginning to recognize the potential resulting from a partnership. Your experience with each other make you think and may change your view of the world, whereby the harmonious nature of this aspect will lead to development in a positive direction. You will be conscious of the fact that only you can determine the number of opportunities open to you and that your thoughts are being renewed by a fresh breeze brought about by the joy in this relationship which impresses you because you are accepted as you are.



The relationship brings self recognition with it which will show what sets you apart from the masses and what connects you with them. Also you can see your relationship to each other in light of the social development.  That's probably why your relationship will be ""enlightened"", equal and in tune with the times. Both of you watch out that no routines slip in on you, which encrusts your relationship and robs it of all spontaneity. If you have a professional relationship you will be specialized in areas which call for qualities like ingenuity, creativity and a drive to explore."
1376;KOMPOSIT_0000000001884482;Jupiter in Trine with Uranus;"Maybe you both dream about revolutionary undertakings and are determined to change the world in an unorthodox way, which makes a good impression in your area. Your ideas may be funny and really new, and if you have the necessary discipline and are consequent enough to put them into practice, the fortune Jupiter brings to your efforts may lead you to success. Your ideals don’t just concern yourself, but include the entire world and the principles which you develop together involve solidarity, tolerance and honesty. It may be that both of you are just beginning to recognize the potential resulting from a partnership. Your experience with each other make you think and may change your view of the world, whereby the harmonious nature of this aspect will lead to development in a positive direction. You will be conscious of the fact that only you can determine the number of opportunities open to you and that your thoughts are being renewed by a fresh breeze brought about by the joy in this relationship which impresses you because you are accepted as you are.



The relationship brings self recognition with it which will show what sets you apart from the masses and what connects you with them. Also you can see your relationship to each other in light of the social development.  That's probably why your relationship will be ""enlightened"", equal and in tune with the times. Both of you watch out that no routines slip in on you, which encrusts your relationship and robs it of all spontaneity. If you have a professional relationship you will be specialized in areas which call for qualities like ingenuity, creativity and a drive to explore."
1377;KOMBIN_0000000001868098;Jupiter in Square with Uranus;"Your relationship is not uninteresting, although it’s probably not very close. Both of you are predisposed to decide spontaneously, which can make it impossible to build a basis for trust which you can both live with. Societal norms leave you both cold. You have your own ideas and don’t let anything keep you from expressing your individuality in any situation. If you expect certain behavior from your partner or demand something which makes one or both of you feel restricted, it could lead to a separation. It would be better if you were to stay open for every development with as few preconceptions as possible. Your experience together could change your view of the world, although you will have to bring yourself to confront your partner’s ideas and attitudes. It may be that you have to make some agreements which may seem unusual for the character of your relationship. In any case you will have to grant each other every freedom and opportunity for development. If you don’t find a way to do this, then you will have to separate because your own individual goals are apparently more important than the partnership.



Watch out not to provoke too much and do not show a lack of necessary sensitivity. You could be isolated because no one is able to deal with your unpredictable nature and your suggestions aren’t well thought out. Maybe you aren’t mature enough and don’t find it necessary to do your part to contribute to the betterment of society instead of concentrating your attention on your ego. Less pleasant experiences in the relationship will bring you to take a closer look at the relationship and to realize what has to be done before you complain."
1378;KOMPOSIT_0000000001868098;Jupiter in Square with Uranus;"Your relationship is not uninteresting, although it’s probably not very close. Both of you are predisposed to decide spontaneously, which can make it impossible to build a basis for trust which you can both live with. Societal norms leave you both cold. You have your own ideas and don’t let anything keep you from expressing your individuality in any situation. If you expect certain behavior from your partner or demand something which makes one or both of you feel restricted, it could lead to a separation. It would be better if you were to stay open for every development with as few preconceptions as possible. Your experience together could change your view of the world, although you will have to bring yourself to confront your partner’s ideas and attitudes. It may be that you have to make some agreements which may seem unusual for the character of your relationship. In any case you will have to grant each other every freedom and opportunity for development. If you don’t find a way to do this, then you will have to separate because your own individual goals are apparently more important than the partnership.



Watch out not to provoke too much and do not show a lack of necessary sensitivity. You could be isolated because no one is able to deal with your unpredictable nature and your suggestions aren’t well thought out. Maybe you aren’t mature enough and don’t find it necessary to do your part to contribute to the betterment of society instead of concentrating your attention on your ego. Less pleasant experiences in the relationship will bring you to take a closer look at the relationship and to realize what has to be done before you complain."
1379;KOMBIN_0000000001900866;Jupiter in Sextile with Uranus;"Maybe you both dream about revolutionary undertakings and are determined to change the world in an unorthodox way, which makes a good impression in your area. Your ideas may be funny and really new, and if you have the necessary discipline and are consequent enough to put them into practice, the fortune Jupiter brings to your efforts may lead you to success. Your ideals don’t just concern yourself, but include the entire world and the principles which you develop together involve solidarity, tolerance and honesty. It may be that both of you are just beginning to recognize the potential resulting from a partnership. Your experience with each other make you think and may change your view of the world, whereby the harmonious nature of this aspect will lead to development in a positive direction. You will be conscious of the fact that only you can determine the number of opportunities open to you and that your thoughts are being renewed by a fresh breeze brought about by the joy in this relationship which impresses you because you are accepted as you are.



The relationship brings self recognition with it which will show what sets you apart from the masses and what connects you with them. Also you can see your relationship to each other in light of the social development.  That's probably why your relationship will be ""enlightened"", equal and in tune with the times. Both of you watch out that no routines slip in on you, which encrusts your relationship and robs it of all spontaneity. If you have a professional relationship you will be specialized in areas which call for qualities like ingenuity, creativity and a drive to explore."
1380;KOMPOSIT_0000000001900866;Jupiter in Sextile with Uranus;"Maybe you both dream about revolutionary undertakings and are determined to change the world in an unorthodox way, which makes a good impression in your area. Your ideas may be funny and really new, and if you have the necessary discipline and are consequent enough to put them into practice, the fortune Jupiter brings to your efforts may lead you to success. Your ideals don’t just concern yourself, but include the entire world and the principles which you develop together involve solidarity, tolerance and honesty. It may be that both of you are just beginning to recognize the potential resulting from a partnership. Your experience with each other make you think and may change your view of the world, whereby the harmonious nature of this aspect will lead to development in a positive direction. You will be conscious of the fact that only you can determine the number of opportunities open to you and that your thoughts are being renewed by a fresh breeze brought about by the joy in this relationship which impresses you because you are accepted as you are.



The relationship brings self recognition with it which will show what sets you apart from the masses and what connects you with them. Also you can see your relationship to each other in light of the social development.  That's probably why your relationship will be ""enlightened"", equal and in tune with the times. Both of you watch out that no routines slip in on you, which encrusts your relationship and robs it of all spontaneity. If you have a professional relationship you will be specialized in areas which call for qualities like ingenuity, creativity and a drive to explore."
1381;KOMBIN_0000000001835330;Jupiter in Conjunction with Uranus;"You are a couple which likes to go out exploring and are interested in everything new. It is important to you that your partner has an independent personality because you aren’t interested in any form of mothering or taking your partner by the hand. Probably you want to keep all possibilities for your future open , but you will stay together as long as you get along well and as long as your partnership gives you enough impulses. Neither of you should be dependent on the other, but find that sharing your lives with each other is more fulfilling. That's why you chose to stay together. There are no definitive rules between you, you both stay flexible and spontaneous so that situations will come up which you would never have thought about before. You need a certain excitement and change, which is guaranteed by your open and active lifestyle.



The relationship will bring about a change of mind. You won’t just settle for the superficial. You want the things you do to be meaningful. Maybe you have a very unusual partnership, which others won’t object to because you can relate its advantages well and others are in favor of your lifestyle. Possibly you have enough power to initiate social changes in your immediate surroundings and to convince others to free themselves from their self-imposed restrictions. You will be good for each other, which applies to both your private life as well as to your business relations, because you give your partner plenty of space to develop and are honest and friendly with each other and your intentions are basically good. Eventually the relationship will be ended, if one of you starts looking for more stability, although additional factors of the horoscope should be considered before assuming that this is the case."
1382;KOMPOSIT_0000000001835330;Jupiter in Conjunction with Uranus;"You are a couple which likes to go out exploring and are interested in everything new. It is important to you that your partner has an independent personality because you aren’t interested in any form of mothering or taking your partner by the hand. Probably you want to keep all possibilities for your future open , but you will stay together as long as you get along well and as long as your partnership gives you enough impulses. Neither of you should be dependent on the other, but find that sharing your lives with each other is more fulfilling. That's why you chose to stay together. There are no definitive rules between you, you both stay flexible and spontaneous so that situations will come up which you would never have thought about before. You need a certain excitement and change, which is guaranteed by your open and active lifestyle.



The relationship will bring about a change of mind. You won’t just settle for the superficial. You want the things you do to be meaningful. Maybe you have a very unusual partnership, which others won’t object to because you can relate its advantages well and others are in favor of your lifestyle. Possibly you have enough power to initiate social changes in your immediate surroundings and to convince others to free themselves from their self-imposed restrictions. You will be good for each other, which applies to both your private life as well as to your business relations, because you give your partner plenty of space to develop and are honest and friendly with each other and your intentions are basically good. Eventually the relationship will be ended, if one of you starts looking for more stability, although additional factors of the horoscope should be considered before assuming that this is the case."
